entity,label,definition,variable,parent_label,parent_IRI,codebook_description,codebook_values,category
http://purl.obolibrary.org/obo/EUPATH_0010805,"Shigella, by bacteriology",,pn17,Shigella in stool,http://purl.obolibrary.org/obo/EUPATH_0011984,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0010813,"ETEC ST-pos LT-neg, by PCR",,pn4,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0010817,"STEC stx1-pos or stx2-pos, by PCR",,pn14,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000096,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0010985,Raw test result for stool,,,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0010998,"Campylobacter, by bacteriology",,pn38,Campylobacter in stool,http://purl.obolibrary.org/obo/EUPATH_0011969,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011000,"Cryptosporidium, by ELISA",,pn35,Cryptosporidium in stool,http://purl.obolibrary.org/obo/EUPATH_0011971,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011003,"Giardia, by ELISA",,pn36,Giardia in stool,http://purl.obolibrary.org/obo/EUPATH_0011962,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011690,Breastfeeding summary,,,Feeding,http://purl.obolibrary.org/obo/EUPATH_0000678,,,Participant
http://purl.obolibrary.org/obo/EUPATH_0011800,Stool microbiology test procedures,,,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011843,Raw bacteria data for stool,,,Raw test result for stool,http://purl.obolibrary.org/obo/EUPATH_0010985,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011844,Raw virus data for stool,,,Raw test result for stool,http://purl.obolibrary.org/obo/EUPATH_0010985,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011845,Raw eukaryota data for stool,,,Raw test result for stool,http://purl.obolibrary.org/obo/EUPATH_0010985,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011932,Socioeconomic status,,,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,Household | household
http://purl.obolibrary.org/obo/EUPATH_0011958,Vibrio in stool,,,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011959,Virus in stool,,,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011962,Giardia in stool,,,Eukaryota in stool,http://purl.obolibrary.org/obo/EUPATH_0030117,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011964,Adenovirus in stool,,,Virus in stool,http://purl.obolibrary.org/obo/EUPATH_0011959,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011965,Aeromonas in stool,,,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011967,Bacteria in stool,,,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011969,Campylobacter in stool,,,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011971,Cryptosporidium in stool,,,Eukaryota in stool,http://purl.obolibrary.org/obo/EUPATH_0030117,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011974,Entamoeba in stool,,,Eukaryota in stool,http://purl.obolibrary.org/obo/EUPATH_0030117,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011976,Escherichia in stool,,,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011980,Norovirus in stool,,,Virus in stool,http://purl.obolibrary.org/obo/EUPATH_0011959,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011982,Rotavirus in stool,,,Virus in stool,http://purl.obolibrary.org/obo/EUPATH_0011959,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011983,Salmonella in stool,,,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011984,Shigella in stool,,,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0011985,Astrovirus in stool,,,Virus in stool,http://purl.obolibrary.org/obo/EUPATH_0011959,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0015001,Bicycle or rickshaw,,F7 HOUSE BIKE | F4A HOUSE BIKE | house bike,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,B17: Household information. Multifilter: Does your house have:  A bicycle. Must be functioning. Select all that apply.,"0=No, 1=Yes",Household
http://purl.obolibrary.org/obo/EUPATH_0015008,Agricultural land,,F7 HOUSE AGLAND | F4A HOUSE AGLAND,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015011,None of the above,,F4A HOUSE NONE | F7 HOUSE NONE | house none,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144,B17.1: Household information. Multifilter: Does your house have:  None of the above. Must be functioning. Select all that apply.,"0=No, 1=Yes, NA=NA",Household
http://purl.obolibrary.org/obo/EUPATH_0015012,Electricity,,F7 FUEL ELEC | F4A FUEL ELEC,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000023,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015013,Biogas,,F7 FUEL BIOGAS | F4A FUEL BIOGAS,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000023,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015014,"Straw, shrubs, or grass",,F7 FUEL GRASS | F4A FUEL GRASS,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000023,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015015,Liquid propane gas,,F7 FUEL PROPANE | F4A FUEL PROPANE,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000023,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015016,Coal or lignite,,F7 FUEL COAL | F4A FUEL COAL,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000023,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015017,Animal dung,,F7 FUEL DUNG | F4A FUEL DUNG,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000023,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015018,Natural gas,,F7 FUEL NATGAS | F4A FUEL NATGAS,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000023,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015019,Charcoal,,F7 FUEL CHARCOAL | F4A FUEL CHARCOAL,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000023,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015020,Agricultural crop residue,,F7 FUEL CROP | F4A FUEL CROP,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000023,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015021,Kerosene,,F7 FUEL KERO | F4A FUEL KERO,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000023,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015022,Wood,,F7 FUEL WOOD | F4A FUEL WOOD,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000023,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015023,Other,,F7 FUEL OTHER | F4A FUEL OTHER,Cooking fuel,http://purl.obolibrary.org/obo/EUPATH_0000023,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015024,Goat,,F7 ANI GOAT | F4A ANI GOAT,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015025,Sheep,,F7 ANI SHEEP | F4A ANI SHEEP,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015026,Dog,,F7 ANI DOG | F4A ANI DOG,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015027,Cat,,F7 ANI CAT | F4A ANI CAT,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015028,Cow,,F7 ANI COW | F4A ANI COW,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015029,Rodents,,F7 ANI RODENTS | F4A ANI RODENTS,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015030,Fowl,,F7 ANI FOWL | F4A ANI FOWL,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015031,Other,,F7 ANI OTHER | F4A ANI OTHER,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015032,No animals,,F7 ANI NO | F4A ANI NO,Animals on property,http://purl.obolibrary.org/obo/EUPATH_0000343,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015033,Piped into dwelling,,F7 WATER HOUSE | F4A WATER HOUSE,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015034,Covered well in dwelling or yard,,F7 WATER COVWELL | F4A WATER COVWELL,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015035,Piped into yard,,F7 WATER YARD | F4A WATER YARD,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015036,Covered public well,,F7 WATER COVPWELL | F4A WATER COVPWELL,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015037,Public tap,,F7 WATER PUBTAP | F4A WATER PUBTAP,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015038,Protected spring,,F7 WATER PROSPRING | F4A WATER PROSPRING,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015039,Open well in dwelling or yard,,F7 WATER WELL | F4A WATER WELL,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015040,Unprotected spring,,F7 WATER UNSPRING | F4A WATER UNSPRING,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015041,Open public well,,F7 WATER PUBWELL | F4A WATER PUBWELL,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015042,River or stream,,F7 WATER RIVER | F4A WATER RIVER,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015043,Pond or lake,,F7 WATER POND | F4A WATER POND,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015044,Dam or earth pan,,F7 WATER DAM | F4A WATER DAM,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015045,Deep tube well,,F7 WATER DEEPWELL | F4A WATER DEEPWELL,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015046,Rainwater,,F7 WATER RAIN | F4A WATER RAIN,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015047,Shallow tube well,,F7 WATER SHALLWELL | F4A WATER SHALLWELL,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015048,"Bought (tank, bottle, etc)",,F7 WATER BOUGHT | F4A WATER BOUGHT,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015049,Other water source,,F7 WATER OTHR | F4A WATER OTHR,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015050,Bore hole,,F7 WATER BORE | F4A WATER BORE,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015051,Washes hands before eating,,F7 WASH EAT | F4A WASH EAT,When washes hands,http://purl.obolibrary.org/obo/EUPATH_0010381,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015052,Washes hands before cooking,,F7 WASH COOK | F4A WASH COOK,When washes hands,http://purl.obolibrary.org/obo/EUPATH_0010381,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015053,Washes hands before nursing or preparing baby's food,,F7 WASH NURSE | F4A WASH NURSE,When washes hands,http://purl.obolibrary.org/obo/EUPATH_0010381,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015054,Washes hands after defecatation,,F7 WASH DEF | F4A WASH DEF,When washes hands,http://purl.obolibrary.org/obo/EUPATH_0010381,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015055,Washes hands after handling domestic animals,,F7 WASH ANIMAL | F4A WASH ANIMAL,When washes hands,http://purl.obolibrary.org/obo/EUPATH_0010381,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015056,Washes hands after cleaning child who defecated,,F7 WASH CHILD | F4A WASH CHILD,When washes hands,http://purl.obolibrary.org/obo/EUPATH_0010381,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015057,Never washes hands,,F7 WASH NEVER | F4A WASH NEVER,When washes hands,http://purl.obolibrary.org/obo/EUPATH_0010381,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015058,Washes hands other times,,F7 WASH OTHR | F4A WASH OTHR,When washes hands,http://purl.obolibrary.org/obo/EUPATH_0010381,,,Household
http://purl.obolibrary.org/obo/EUPATH_0015059,Blood in stools,,F4A DRH BLOOD,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015060,Vomiting 3 or more times per day,,F4A DRH VOMIT,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015061,Very thirsty,,F4A DRH THIRST,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015062,Drank much less than usual,,F4A DRH LESSDRINK,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015063,Unable to drink,,F4A DRH UNDRINK,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015065,Measured fever of at least 38C or parental perception,,F4A DRH FEVER,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015066,Irritable or restless,,F4A DRH RESTLESS,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015067,Decreased activity or lethargy,,F4A DRH LETHRGY,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015068,Loss of consciousness,,F4A DRH CONSC,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015069,Rectal straining,,F4A DRH STRAIN,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015070,Rectal prolapse,,F4A DRH PROLAPSE,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015072,Difficulty breathing,,F4A DRH BREATH,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015073,Convulsion,,F4A DRH CONV,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015074,Very thirsty,,F4A CUR THIRSTY,Symptoms at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010351,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015075,Drinks poorly,,F4A CUR NODRINK,Symptoms at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010351,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015076,Sunken eyes,,F4A CUR SUNKEYES,Symptoms at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010351,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015077,Wrinkled skin,,F4A CUR SKIN,Symptoms at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010351,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015078,Irritable or restless,,F4A CUR RESTLESS,Symptoms at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010351,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015079,Lethargy or loss of consciousness,,F4A CUR LETHRGY,Symptoms at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010351,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015080,Dry mouth,,F4A CUR DRYMOUTH,Symptoms at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010351,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015081,Fast breathing,,F4A CUR FASTBREATH,Symptoms at enrollment,http://purl.obolibrary.org/obo/EUPATH_0010351,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015082,ORALITE or ORS,,F4A HOMETRT ORS,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015083,Homemade fluid,,F4A HOMETRT MAIZE,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015084,Special milk or infant formula,,F4A HOMETRT MILK,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015085,Home remedy or herbal medication,,F4A HOMETRT HERB,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015086,Zinc,,F4A HOMETRT ZINC,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015087,No special remedies given,,F4A HOMETRT NONE,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015088,Any other liquids,,F4A HOMETRT OTHRLIQ,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015089,Antibiotics,,F4A HOMETRT AB,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015090,Other treatment,,F4A HOMETRT OTHR2 | F4A HOMETRT OTHR1,Diarrhea treatment before visit,http://purl.obolibrary.org/obo/EUPATH_0010378,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015092,Seek outside care,,F7 SEEKCARE | F4A SEEK OUTSIDE,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015093,Pharmacy,,seek pharmacy | F7 SEEK PHARM | F4A SEEK PHARM,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380,E31.12: Health care utilization.,"0, 1",Observation
http://purl.obolibrary.org/obo/EUPATH_0015094,Friend or relative,,F7 SEEK FRIEND | seek friend | F4A SEEK FRIEND,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380,E31.12: Health care utilization.,"0, 1",Observation
http://purl.obolibrary.org/obo/EUPATH_0015095,Traditional healer,,F4A SEEK HEALER | seek healer | F7 SEEK HEALER,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380,E31.12: Health care utilization.,"0, 1",Observation
http://purl.obolibrary.org/obo/EUPATH_0015096,Unlicensed practitioner,,F7 SEEK DOC | seek unlicdoc | F4A SEEK DOC,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380,E31.12: Health care utilization.,"0, 1",Observation
http://purl.obolibrary.org/obo/EUPATH_0015097,Licensed practitioner,,F4A SEEK PRIVDOC | seek licdoc | F7 SEEK PRIVDOC,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380,E31.12: Health care utilization.,"0, 1",Observation
http://purl.obolibrary.org/obo/EUPATH_0015098,Bought a remedy or drug,,F4A SEEK REMDY | F7 SEEK REMDY | seek remedy,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380,E31.12: Health care utilization.,"0, 1",Observation
http://purl.obolibrary.org/obo/EUPATH_0015099,Cutting down expenses from meals,,mony meal | F4A MONEY MEAL,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Cutting down expenses from meals. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Observation
http://purl.obolibrary.org/obo/EUPATH_0015100,Cutting down from other expenses,,F4A MONEY OTHEXP | mony othexp,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Cutting down other expenses. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Observation
http://purl.obolibrary.org/obo/EUPATH_0015101,Using savings,,mony svngs | F4A MONEY SVNGS,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Using savings. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Observation
http://purl.obolibrary.org/obo/EUPATH_0015102,Borrowing,,F4A MONEY BORROW | mony borrow,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Borrowing. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Observation
http://purl.obolibrary.org/obo/EUPATH_0015103,Selling assets,,mony asset | F4A MONEY ASSET,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Selling assets. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Observation
http://purl.obolibrary.org/obo/EUPATH_0015104,Asking for donations outside the household,,mony donat | F4A MONEY DONAT,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Asking for donations outside of the household. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Observation
http://purl.obolibrary.org/obo/EUPATH_0015105,Paid by relative or friend,,F4A MONEY RELATIVE | mony relative,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Relative or friend paid on your behalf. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Observation
http://purl.obolibrary.org/obo/EUPATH_0015106,Other money source,,mony othr | F4A MONEY OTHR,Money source for expenses before visit,http://purl.obolibrary.org/obo/EUPATH_0010379,"F43.1: Health care expenses. Multifilter: Where did the money forhealth care expenses come from? Other, specify. Only complete part F if the answer to E29 is ""yes"". Mark all that apply","0=No, 1=Yes, NA=NA",Observation
http://purl.obolibrary.org/obo/EUPATH_0015107,Cutting down expenses from meals,,F4A SPENT MEAL,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015108,Cutting down from other expenses,,F4A SPENT OTHEXP,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015109,Using savings,,F4A SPENT SVNGS,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015110,Borrowing,,F4A SPENT BORROW,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015111,Selling assets,,F4A SPENT ASSET,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015112,Asking for donations outside the household,,F4A SPENT DONAT,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015113,Paid by relative or friend,,F4A SPENT RELATIVE,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015114,Other money source,,F4A SPENT OTHR,Money source for hospitalization or clinical visit expenses,http://purl.obolibrary.org/obo/EUPATH_0010011,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015115,Chest indrawing,,F4B CHEST INDRW,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015116,Rectal prolapse,,F5 RECTAL | F4B RECTAL,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015117,Bipedal edema,,F4B BIPEDAL | F7 BIPEDAL | F5 BIPEDAL,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015119,Undernutrition,,F5 UNDER NUTR | F7 UNDER NUTR | F4B UNDER NUTR,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015120,Skin has 'flaky paint' appearance,,F5 SKIN FLAKY | F4B SKIN FLAKY | F7 SKIN FLAKY,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015121,Weight-for-age z-score below -6 or above 5,,F4B REHYD WAZ F | F4B FIND WAZ F | F5 WAZ F | F4B OUT WAZ F | F7 WAZ F | F4B Last WAZ F | F4B WAZ F,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383,,,Observation
http://purl.obolibrary.org/obo/EUPATH_0015122,Height-for-age z-score below -6 or above 6,,F7 HAZ F | F5 HAZ F | F4B HAZ F,Anthropometry flag,http://purl.obolibrary.org/obo/EUPATH_0010383,,,Observation
