entity,label,definition,variable,parent_label,parent_IRI,codebook_description,codebook_values,category
http://purl.obolibrary.org/obo/EUPATH_0010663,"EAEC aatA-pos, by PCR result","Whether Enteroaggregative Escherichia coli (EAEC), as defined by the presence of aatA (E. coli virulence gene), was detected by PCR for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpaata | f17 result aata | F17CORR RESULT AATA,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843,aatA(approx. 630 bp): | Was aatA detected?. . Source=ECP. 1=yes;0=no,", 0, 1 | 1 = ""Positive"", 0 = ""Negative",Sample
http://purl.obolibrary.org/obo/EUPATH_0010664,Cumulative sum aatA-pos stools,"Cumulative sum of stool samples positive for Enteroaggregative Escherichia coli (EAEC), as defined by the presence of aatA (E. coli virulence gene) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpaata cum,Virulence factor genes aatA and aaiC aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011831,cumulative count of the number of positive aatA samples by PID. . Source=Calculated. continuous numeric,>10 unique values,Sample
http://purl.obolibrary.org/obo/EUPATH_0010665,Cumulative sum aatA-pos 1st diarrheal stools,"Cumulative sum of first diarrheal stool samples positive for Enteroaggregative Escherichia coli (EAEC), as defined by the presence of aatA (E. coli virulence gene) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age).",micro x::ecpaata cum d,Virulence factor genes aatA and aaiC aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011831,cumulative count of the number of positive aatA samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 7",Sample
http://purl.obolibrary.org/obo/EUPATH_0010666,Cumulative sum aatA-pos 1st monthly stools,"Cumulative sum of first monthly stool samples positive for Enteroaggregative Escherichia coli (EAEC), as defined by the presence of aatA (E. coli virulence gene) by PCR, to date per participant. Work up for detection of enteric pathogens was performed on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpaata cum m,Virulence factor genes aatA and aaiC aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011831,cumulative count of the number of positive aatA samples by PID in first monthly stools. . Source=Calculated. continuous numeric,>10 unique values,Sample
http://purl.obolibrary.org/obo/EUPATH_0010667,"EPEC bfpA-pos, by PCR",,pn10,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,,,Sample
http://purl.obolibrary.org/obo/EUPATH_0010668,Cumulative sum bfpA-pos stools,"Cumulative sum of stool samples positive for Enteropathogenic Escherichia coli (EPEC), as defined by the presence of bfpA (E. coli virulence gene) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpbfpa cum,Virulence factor genes bfpA and eae aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011826,cumulative count of the number of positive bfpA samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5",Sample
http://purl.obolibrary.org/obo/EUPATH_0010669,Cumulative sum bfpA-pos 1st diarrheal stools,"Cumulative sum of first diarrheal stool samples positive for Enteropathogenic Escherichia coli (EPEC), as defined by the presence of bfpA (E. coli virulence gene) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age).",micro x::ecpbfpa cum d,Virulence factor genes bfpA and eae aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011826,cumulative count of the number of positive bfpA samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4",Sample
http://purl.obolibrary.org/obo/EUPATH_0010670,Cumulative sum bfpA-pos 1st monthly stools,"Cumulative sum of first monthly stool samples positive for Enteropathogenic Escherichia coli (EPEC), as defined by the presence of bfpA (E. coli virulence gene) by PCR, to date per participant. Work up for detection of enteric pathogens was performed on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpbfpa cum m,Virulence factor genes bfpA and eae aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011826,cumulative count of the number of positive bfpA samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5",Sample
http://purl.obolibrary.org/obo/EUPATH_0010671,"EPEC eae-pos, by PCR result","Whether Enteropathogenic Escherichia coli (EPEC), as defined by the presence of eae (E. coli virulence gene), was detected by PCR for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpeae | F17CORR RESULT EAE | f17 result eae,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843,eae(approx. 881 bp): | Was eae detected?. . Source=ECP. 1=yes;0=no,", 0, 1 | 1 = ""Positive"", 0 = ""Negative",Sample
http://purl.obolibrary.org/obo/EUPATH_0010672,Cumulative sum eae-pos stools,"Cumulative sum of stool samples positive for Enteropathogenic Escherichia coli (EPEC), as defined by the presence of eae (E. coli virulence gene) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpeae cum,Virulence factor genes bfpA and eae aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011826,cumulative count of the number of positive eae samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 7",Sample
http://purl.obolibrary.org/obo/EUPATH_0010673,Cumulative sum eae-pos 1st diarrheal stools,"Cumulative sum of first diarrheal stool samples positive for Enteropathogenic Escherichia coli (EPEC), as defined by the presence of eae (E. coli virulence gene) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age).",micro x::ecpeae cum d,Virulence factor genes bfpA and eae aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011826,cumulative count of the number of positive eae samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6",Sample
http://purl.obolibrary.org/obo/EUPATH_0010674,Cumulative sum eae-pos 1st monthly stools,"Cumulative sum of first monthly stool samples positive for Enteropathogenic Escherichia coli (EPEC), as defined by the presence of eae (E. coli virulence gene) by PCR, to date per participant. Work up for detection of enteric pathogens was performed on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpeae cum m,Virulence factor genes bfpA and eae aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011826,cumulative count of the number of positive eae samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 7",Sample
http://purl.obolibrary.org/obo/EUPATH_0010679,"ETEC LT-pos, by PCR result","Whether Enterotoxigenic Escherichia coli (ETEC), as defined by the presence of heat-labile enterotoxin (LT), was detected by PCR for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpltentero | f17 result eltb | F17CORR RESULT ELTB,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843,eltB (LT)(approx. 508 bp): | Was LT detected?. . Source=ECP. 1=yes;0=no,", 0, 1 | 1 = ""Positive"", 0 = ""Negative",Sample
http://purl.obolibrary.org/obo/EUPATH_0010680,Cumulative sum ETEC LT-pos stools,"Cumulative sum of stool samples positive for Enterotoxigenic Escherichia coli (ETEC), as defined by the presence of heat-labile enterotoxin (LT) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpltentero cum,Heat labile (LT) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011788,cumulative count of the number of positive LT samples by PID. . Source=Calculated. continuous numeric,>10 unique values,Sample
http://purl.obolibrary.org/obo/EUPATH_0010681,Cumulative sum ETEC LT-pos 1st diarrheal stools,"Cumulative sum of first diarrheal stool samples positive for Enterotoxigenic Escherichia coli (ETEC), as defined by the presence of heat-labile enterotoxin (LT) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age).",micro x::ecpltentero cum d,Heat labile (LT) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011788,cumulative count of the number of positive LT samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5",Sample
http://purl.obolibrary.org/obo/EUPATH_0010682,Cumulative sum ETEC LT-pos 1st monthly stools,"Cumulative sum of first monthly stool samples positive for Enterotoxigenic Escherichia coli (ETEC), as defined by the presence of heat-labile enterotoxin (LT) by PCR, to date per participant. Work up for detection of enteric pathogens was performed on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpltentero cum m,Heat labile (LT) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011788,cumulative count of the number of positive LT samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5, 6, 7",Sample
http://purl.obolibrary.org/obo/EUPATH_0010683,"ETEC ST-pos, by PCR","Whether Enterotoxigenic Escherichia coli (ETEC), as defined by the presence of ST (heat stable toxin) with or without the presence of LT (heat labile toxin), was detected by PCR, for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",pn2 | micro x::st etec | etec anyst,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,if ecpstentero =''01''. ST +/- LT. Source=Calculated. 1=yes;0=no,", 0, 1 | 1 = ST detected
0 = No ST detected/no e coli detected",Sample
http://purl.obolibrary.org/obo/EUPATH_0010684,Cumulative sum ETEC ST-pos stools,"Cumulative sum of stool samples positive for Enterotoxigenic Escherichia coli (ETEC), as defined by the presence of heat-stable (ST) enterotoxin (with or without the presence of heat-labile (LT) enterotoxin) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpstentero cum,Heat stable (ST) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011789,cumulative count of the number of positive ST samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5",Sample
http://purl.obolibrary.org/obo/EUPATH_0010685,Cumulative sum ETEC ST-pos 1st diarrheal stools,"Cumulative sum of first diarrheal stool samples positive for Enterotoxigenic Escherichia coli (ETEC), as defined by the presence of heat-stable (ST) enterotoxin (with or without the presence of heat-labile (LT) enterotoxin), to date by PCR per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age).",micro x::ecpstentero cum d,Heat stable (ST) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011789,cumulative count of the number of positive ST samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4",Sample
http://purl.obolibrary.org/obo/EUPATH_0010686,Cumulative sum ETEC ST-pos 1st monthly stools,"Cumulative sum of first monthly asymptomatic stool samples positive for Enterotoxigenic Escherichia coli (ETEC), as defined by the presence of heat-stable (ST) enterotoxin (with or without the presence of heat-labile (LT) enterotoxin), to date by PCR per participant. Work up for detection of enteric pathogens was performed on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpstentero cum m,Heat stable (ST) enterotoxin aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011789,cumulative count of the number of positive ST samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3",Sample
http://purl.obolibrary.org/obo/EUPATH_0010687,"STEC stx1-pos, by PCR result","Whether Shigatoxin-producing Escherichia coli (STEC), as defined by the presence of stx-1 (E. coli virulence gene), was detected by PCR for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpstx1 | f17 multi2 stx1 | F17A STX1,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843,Was stx1 detected?. . Source=ECP. 1=yes;0=no | Stx-1 (approx. 220 bp):,", 0, 1 | 1 = ""Positive"", 0 = ""Negative",Sample
http://purl.obolibrary.org/obo/EUPATH_0010688,Cumulative sum stx1-pos stools,"Cumulative sum of stool samples positive for Shigatoxin-producing Escherichia coli (STEC), as defined by the presence of stx-1 (E. coli virulence gene) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpstx1 cum,Virulence factor genes stx1 and stx2 aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011829,cumulative count of the number of positive stx1 samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3",Sample
http://purl.obolibrary.org/obo/EUPATH_0010689,Cumulative sum stx1-pos 1st diarrheal stools,"Cumulative sum of first diarrheal stool samples positive for Shigatoxin-producing Escherichia coli (STEC), as defined by the presence of stx-1 (E. coli virulence gene) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age).",micro x::ecpstx1 cum d,Virulence factor genes stx1 and stx2 aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011829,cumulative count of the number of positive stx1 samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1",Sample
http://purl.obolibrary.org/obo/EUPATH_0010690,Cumulative sum stx1-pos 1st monthly stools,"Cumulative sum of first monthly stool samples positive for Shigatoxin-producing Escherichia coli (STEC), as defined by the presence of stx-1 (E. coli virulence gene) by PCR, to date per participant. Work up for detection of enteric pathogens was performed on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpstx1 cum m,Virulence factor genes stx1 and stx2 aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011829,cumulative count of the number of positive stx1 samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3",Sample
http://purl.obolibrary.org/obo/EUPATH_0010691,"STEC stx2-pos, by PCR result","Whether Shigatoxin-producing Escherichia coli (STEC), as defined by the presence of stx-2 (E. coli virulence gene), was detected by PCR for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpstx2 | f17 multi2 stx2 | F17A STX2,Raw bacteria data for stool,http://purl.obolibrary.org/obo/EUPATH_0011843,Was stx2 detected?. . Source=ECP. 1=yes;0=no | Stx-2 (approx. 443 bp):,", 0, 1 | 1 = ""Positive"", 0 = ""Negative",Sample
http://purl.obolibrary.org/obo/EUPATH_0010692,Cumulative sum stx2-pos stools,"Cumulative sum of stool samples positive for Shigatoxin-producing Escherichia coli (STEC), as defined by the presence of stx-2 (E. coli virulence gene) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpstx2 cum,Virulence factor genes stx1 and stx2 aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011829,cumulative count of the number of positive stx2 samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4",Sample
http://purl.obolibrary.org/obo/EUPATH_0010693,Cumulative sum stx2-pos 1st diarrheal stools,"Cumulative sum of first diarrheal stool samples positive for Shigatoxin-producing Escherichia coli (STEC), as defined by the presence of stx-2 (E. coli virulence gene) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age).",micro x::ecpstx2 cum d,Virulence factor genes stx1 and stx2 aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011829,cumulative count of the number of positive stx2 samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1",Sample
http://purl.obolibrary.org/obo/EUPATH_0010694,Cumulative sum stx2-pos 1st monthly stools,"Cumulative sum of first monthly stool samples positive for Shigatoxin-producing Escherichia coli (STEC), as defined by the presence of stx-2 (E. coli virulence gene) by PCR, to date per participant. Work up for detection of enteric pathogens was performed on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ecpstx2 cum m,Virulence factor genes stx1 and stx2 aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011829,cumulative count of the number of positive stx2 samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4",Sample
http://purl.obolibrary.org/obo/EUPATH_0010695,"Entamoeba histolytica, by ELISA","Whether Entamoeba histolytica was detected by ELISA for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",pn37 | micro x::ehist | f18 res entamoeba,Entamoeba in stool,http://purl.obolibrary.org/obo/EUPATH_0011974,Entamoeba histolytica: | Was E. histolytica detected (collapsed)?. Use this variable for E. histolytica results in analysis. Indeterminate test result is coded as no.. Source=Calculated. 1=yes;0=no,", 0, 1 | 0 = Negative, 1 = positive, 9 = Test not done",Sample
http://purl.obolibrary.org/obo/EUPATH_0010696,Cumulative sum Entamoeba histolytica-pos stools,"Cumulative sum of stool samples positive for Entamoeba histolytica by ELISA to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ehist cum,Entamoeba histolytica aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011772,cumulative count of the number of positive e. histolytica samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5",Sample
http://purl.obolibrary.org/obo/EUPATH_0010697,Cumulative sum Entamoeba histolytica-pos 1st diarrheal stools,"Cumulative sum of first diarrheal stool samples positive for Entamoeba histolytica to date by ELISA per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age).",micro x::ehist cum d,Entamoeba histolytica aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011772,cumulative count of the number of positive e. histolytica samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3",Sample
http://purl.obolibrary.org/obo/EUPATH_0010698,Cumulative sum Entamoeba histolytica-pos 1st monthly stools,"Cumulative sum of first monthly asymptomatic stool samples positive for  Entamoeba histolytica to date by ELISA per participant. Work up for detection of enteric pathogens was performed on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::ehist cum m,Entamoeba histolytica aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011772,cumulative count of the number of positive e. histolytica samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2",Sample
http://purl.obolibrary.org/obo/EUPATH_0010699,"EIEC ipaH-pos, by PCR","Whether Enteroinvasive Escherichia coli (EIEC), as defined by the presence of ipaH (E. coli virulence gene), was detected by PCR, for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::eiec,Escherichia in stool,http://purl.obolibrary.org/obo/EUPATH_0011976,EIEC?. presence of IPAH. Source=Calculated. 1=yes;0=no,", 0, 1",Sample
http://purl.obolibrary.org/obo/EUPATH_0010700,Cumulative sum EIEC-pos stools,"Cumulative sum of stool samples positive for Enteroinvasive Escherichia coli (EIEC), as defined by the presence of ipaH (E. coli virulence gene) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::eiec cum,Enteroinvasive Escherichia coli (EIEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011776,cumulative count of the number of positive eiec samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5",Sample
http://purl.obolibrary.org/obo/EUPATH_0010701,Cumulative sum EIEC-pos 1st diarrheal stools,"Cumulative sum of first diarrheal stool samples positive for Enteroinvasive Escherichia coli (EIEC), as defined by the presence of ipaH (E. coli virulence gene) by PCR, to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age).",micro x::eiec cum d,Enteroinvasive Escherichia coli (EIEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011776,cumulative count of the number of positive eiec samples by PID in first diarrhea stools. . Source=Calculated. continuous numeric,", 0, 1, 2",Sample
http://purl.obolibrary.org/obo/EUPATH_0010702,Cumulative sum EIEC-pos 1st monthly stools,"Cumulative sum of first monthly stool samples positive for Enteroinvasive Escherichia coli (EIEC), as defined by the presence of ipaH (E. coli virulence gene) by PCR, to date per participant. Work up for detection of enteric pathogens was performed on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::eiec cum m,Enteroinvasive Escherichia coli (EIEC) aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011776,cumulative count of the number of positive eiec samples by PID in first monthly stools. . Source=Calculated. continuous numeric,", 0, 1, 2, 3, 4, 5",Sample
http://purl.obolibrary.org/obo/EUPATH_0010703,"Endolimax nana, by microscopy","Whether Endolimax nana was detected by microscopy for this stool sample. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::enana,Endolimax in stool,http://purl.obolibrary.org/obo/EUPATH_0011973,E. nana detected?. . Source=Calculated. 1=yes;0=no,", 0, 1",Sample
http://purl.obolibrary.org/obo/EUPATH_0010704,Cumulative sum Endolimax nana-pos stools,"Cumulative sum of stool samples positive for Endolimax nana by microscopy to date per participant. Whenever a participant produced at least 3 loose stools in a single day, diarrheal stool samples were collected before the end of the episode. Work up for detection of enteric pathogens was performed on the first stool sample collected during each diarrheal episode until 24 months of age (with a possible extension to 36 months of age) and on first monthly asymptomatic stool samples collected at 1-12, 15, 18, 21, and 24 months of age (with the option to test additional monthly stool samples to 36 months of age).",micro x::enana cum,Endolimax nana aggregate data,http://purl.obolibrary.org/obo/EUPATH_0011771,cumulative count of the number of positive e. nana samples by PID. . Source=Calculated. continuous numeric,", 0, 1, 2",Sample
