"word","n"
"docosatetraenoic",1
"dogs",1
"donkey",1
"door",1
"drain",1
"drawing",1
"drawn",1
"drop",1
"drugs",1
"duck",1
"ducks",1
"duffy",1
"duodenale",1
"duraton",1
"dvd",1
"dysenteric",1
"dystocia",1
"dysuria",1
"earth",1
"easting",1
"eco",1
"efa1",1
"effective",1
"egf",1
"egg",1
"eicosadienoic",1
"eicosapentaenoic",1
"eicosenoic",1
"elaidic",1
"elders",1
"elective",1
"electro",1
"electronics",1
"else",1
"empyema",1
"encephalitozoon",1
"enclosement",1
"ended",1
"endogenous",1
"endothelial",1
"enjoyment",1
"enterica",1
"enteroaggregative",1
"enterobacteria",1
"enterocytozoon",1
"enteroinvasive",1
"enteropathogenic",1
"enteropathy",1
"enterotoxogenic",1
"entomological",1
"entryways",1
"enumeration",1
"environmental",1
"eotaxin",1
"epidemiological",1
"epidermal",1
"epilepsy",1
"erythrocyte",1
"estimated",1
"etc",1
"ethnicity",1
"eukaryotic",1
"evaluation",1
"events",1
"everyday",1
"examination",1
"exchange",1
"exclusive",1
"expenditures",1
"extra",1
"extrapulmonary",1
"f",1
"factors",1
"faecium",1
"fan",1
"far",1
"farming",1
"fastcard",1
"fasting",1
"february",1
"feed",1
"feeders",1
"feeds",1
"fermentative",1
"fetal",1
"fetch",1
"fexofenadine",1
"fiber",1
"fibroblast",1
"filamentous",1
"find",1
"finished",1
"fire",1
"fishing",1
"flacol",1
"flaky",1
"flaring",1
"flies",1
"flu",1
"flucloxacillin",1
"fluconazole",1
"folate",1
"formal",1
"forward",1
"fowl",1
"freezer",1
"frequenting",1
"function",1
"functional",1
"fundal",1
"funeral",1
"fungi",1
"fungidal",1
"funny",1
"g1",1
"g10",1
"g12",1
"g2",1
"g3",1
"g4",1
"g6pd",1
"g8",1
"g9",1
"gametocytemia",1
"garden",1
"gardens",1
"gastroenteritis",1
"gender",1
"gene",1
"generalized",1
"generator",1
"gentin",1
"geographic",1
"getting",1
"girls",1
"glass",1
"globule",1
"glucose",1
"glycerine",1
"glycerol",1
"gms",1
"gmu",1
"goats",1
"gonotrophic",1
"governmental",1
"grade",1
"grain",1
"grass",1
"grunting",1
"guest",1
"habits",1
"hackett",1
"hair",1
"handling",1
"hanging",1
"hanseniasis",1
"happy",1
"harm",1
"harming",1
"having",1
"haz",1
"hbs",1
"healthcare",1
"heavy",1
"heel",1
"helminth",1
"helminthiasis",1
"hemagglutinin",1
"hemastix",1
"hematocrit",1
"hemoglobinurea",1
"hemolysis",1
"hens",1
"hepacivirus",1
"herpesvirus",1
"highest",1
"hole",1
"holiday",1
"homes",1
"hour",1
"hours",1
"households",1
"how",1
"hunger",1
"hungry",1
"hydroxychloroquine",1
"hydroxyzine",1
"hyperlactataemia",1
"hyperparasitemia",1
"hypertension",1
"hypoglycemia",1
"hypoxia",1
"i",1
"ibruprofen",1
"icemr",1
"identify",1
"ill",1
"immediate",1
"immunology",1
"immunosuppressants",1
"immunosuppression",1
"impairment",1
"included",1
"including",1
"incomplete",1
"incorrect",1
"indication",1
"indicator",1
"individual",1
"individuals",1
"indoors",1
"ingestion",1
"initiated",1
"injectable",1
"injury",1
"inpatient",1
"inside",1
"instructions",1
"integer",1
"internal",1
"interviewees",1
"intestinal",1
"intestinalis",1
"introduction",1
"intubation",1
"invasive",1
"invited",1
"irrigation",1
"island",1
"itchy",1
"january",1
"juice",1
"july",1
"june",1
"kato",1
"katz",1
"kcal",1
"ketoconazole",1
"ketotifen",1
"kidney",1
"kids",1
"kind",1
"konakion",1
"labeled",1
"labile",1
"labor",1
"ladle",1
"landline",1
"lanugo",1
"laptop",1
"large",1
"larvicide",1
"latitude",1
"laugh",1
"lauric",1
"leader",1
"leaflet",1
"leaking",1
"learned",1
"leaves",1
"leaving",1
"left",1
"leg",1
"legs",1
"legume",1
"legumes",1
"leishmaniasis",1
"lentivirus",1
"leptin",1
"leptospirosis",1
"leukocytosis",1
"leukopenia",1
"levosalbutamol",1
"lighting",1
"lignite",1
"lignoceric",1
"likely",1
"lima",1
"limited",1
"linoelaidic",1
"linoleic",1
"liquidizer",1
"listens",1
"literacy",1
"lodge",1
"lodgings",1
"longitude",1
"looked",1
"lotion",1
"luck",1
"macconkey",1
"macrohematuria",1
"magazines",1
"magnesium",1
"make",1
"malaise",1
"maleate",1
"malformation",1
"manganese",1
"manufactured",1
"mapping",1
"march",1
"marriage",1
"marriages",1
"marsh",1
"mashed",1
"match",1
"mats",1
"may",1
"mds",1
"meats",1
"mebendazole",1
"mechanical",1
"mediciation",1
"mefenamic",1
"mefloquine",1
"men",1
"menarche",1
"met",1
"metabolic",1
"metapneumoviruses",1
"methods",1
"miconazole",1
"microarray",1
"microbiome",1
"microhematuria",1
"microvette",1
"migrant",1
"migrantion",1
"minerals",1
"ministry",1
"miserable",1
"missed",1
"monkeys",1
"monounsaturated",1
"montelukast",1
"morbillivirus",1
"morning",1
"morphology",1
"motel",1
"moving",1
"moxclav",1
"moxifloxacin",1
"ms2",1
"muacz",1
"mucocutaneous",1
"multi",1
"music",1
"myristic",1
"nacs",1
"nail",1
"naphthoquine",1
"naproxen",1
"nasograstric",1
"national",1
"nationality",1
"nature",1
"nebanol",1
"nebulization",1
"nebulizer",1
"need",1
"needed",1
"needs",1
"neem",1
"neighbor",1
"neighbour",1
"nervonic",1
"new",1
"newspapers",1
"next",1
"ngo",1
"niacin",1
"nights",1
"nitazoxanide",1
"nitrazepam",1
"nodding",1
"normocytic",1
"norsol",1
"northing",1
"november",1
"novidar",1
"now",1
"nucleic",1
"nulliparous",1
"numerical",1
"nurse",1
"nursing",1
"nutrient",1
"nystatin",1
"obtaining",1
"occurred",1
"october",1
"oedema",1
"off",1
"oleic",1
"omidon",1
"ondansetron",1
"organisms",1
"organization",1
"originally",1
"ort",1
"orthohepadnavirus",1
"osteomyelitis",1
"otitis",1
"outdoors",1
"outpatient",1
"output",1
"overall",1
"overnight",1
"ownership",1
"oxicone",1
"p10",1
"p11",1
"p4",1
"p6",1
"p8",1
"p9",1
"paint",1
"paleness",1
"palliative",1
"palmitelaidic",1
"palmitic",1
"palmitoleic",1
"panels",1
"panicky",1
"pantothenic",1
"paracetamol",1
"paraffin",1
"parakeets",1
"parish",1
"parous",1
"parquet",1
"parrots",1
"partial",1
"parvum",1
"paternal",1
"pellet",1
"percieved",1
"permethrin",1
"permission",1
"pertactin",1
"pet",1
"pets",1
"phage",1
"phocine",1
"phosphatase",1
"phosphate",1
"phosphorus",1
"physiologic",1
"pigs",1
"pinch",1
"piperaquine",1
"pivmecillinam",1
"plain",1
"plan",1
"plantar",1
"plantation",1
"player",1
"plot",1
"plumbing",1
"pneumothorax",1
"poisoning",1
"polished",1
"polyunsaturated",1
"pools",1
"popliteal",1
"posters",1
"postprandial",1
"posture",1
"potable",1
"potty",1
"pour",1
"poverty",1
"povidone",1
"powder",1
"practice",1
"praziquantel",1
"prednisolone",1
"prefer",1
"prelacteal",1
"prematurity",1
"preparing",1
"presence",1
"presentation",1
"preservative",1
"pretending",1
"pretreated",1
"prevented",1
"prism1",1
"prkca",1
"problem",1
"problems",1
"procedure",1
"producing",1
"promoter",1
"propane",1
"proper",1
"properly",1
"property",1
"prophylactic",1
"proportion",1
"prostration",1
"protected",1
"province",1
"pulling",1
"pump",1
"punishment",1
"pur",1
"purge",1
"pushtikona",1
"qualified",1
"question",1
"questions",1
"quiet",1
"quinidine",1
"rabbits",1
"rain",1
"rainwater",1
"random",1
"ranitidine",1
"rantes",1
"rash",1
"ratios",1
"rbc",1
"re",1
"reads",1
"reasons",1
"recoil",1
"recommended",1
"red",1
"referal",1
"reference",1
"refill",1
"refusing",1
"regenerating",1
"region",1
"regulator",1
"rejected",1
"relatives",1
"remaining",1
"research",1
"reside",1
"residue",1
"rest",1
"resulting",1
"retreated",1
"retrieval",1
"retrieve",1
"return",1
"rh",1
"ribosomal",1
"ricefield",1
"rickshaw",1
"rodents",1
"roosters",1
"rotateq",1
"rrna",1
"rudimentary",1
"rupture",1
"ryan",1
"s.s",1
"sad",1
"salbutamol",1
"saline",1
"salts",1
"saturated",1
"scared",1
"scarf",1
"schistosomiasis",1
"schooling",1
"scrambled",1
"seal",1
"section",1
"sedimentation",1
"see",1
"seem",1
"seizure",1
"sell",1
"sellenite",1
"semi",1
"sen",1
"sentinel",1
"separate",1
"separator",1
"september",1
"septic",1
"septicemia",1
"seriousness",1
"services",1
"sewer",1
"shampoo",1
"sharing",1
"sheep",1
"shehia",1
"shigatoxin",1
"shock",1
"shotgun",1
"should",1
"shoulder",1
"shrubs",1
"shut",1
"shutters",1
"sibling",1
"siblings",1
"side",1
"sign",1
"silver",1
"single",1
"sit",1
"sitting",1
"situation",1
"slab",1
"sleeps",1
"smaller",1
"smartphone",1
"smell",1
"sofa",1
"solar",1
"somewhere",1
"sonnei",1
"soup",1
"speciated",1
"specified",1
"spends",1
"spigot",1
"splenomegaly",1
"spouse's",1
"spout",1
"square",1
"ss",1
"sst",1
"stable",1
"staff",1
"stagnant",1
"stay",1
"stearic",1
"steel",1
"stereo",1
"stgg",1
"sth",1
"stillbirth",1
"stp",1
"straining",1
"straw",1
"strength",1
"streptococci",1
"strips",1
"stunting",1
"subdistrict",1
"submicroscopic",1
"sugars",1
"sulfadiazine",1
"sun",1
"supplement",1
"supplements",1
"suppository",1
"suppressant",1
"swamp",1
"syphilis",1
"systolic",1
"tachycardia",1
"tachypnea",1
"taking",1
"tb",1
"tcbs",1
"tcda",1
"tcdb",1
"team",1
"telephony",1
"temp",1
"terminated",1
"tetracycline",1
"tetrasol",1
"thalassemia",1
"thatch",1
"thatched",1
"theophylline",1
"thiamin",1
"thiamphenicol",1
"think",1
"thirst",1
"thoracis",1
"thoughts",1
"thrive",1
"tightly",1
"timeline",1
"timing",1
"tin",1
"tobacco",1
"tobramycin",1
"tones",1
"top",1
"toys",1
"treater",1
"tribal",1
"trichuria",1
"tried",1
"trimester",1
"ttga",1
"turkeys",1
"turtles",1
"twin",1
"types",1
"uganda",1
"ultrasonograph",1
"undernutrition",1
"union",1
"universal",1
"unnecessarily",1
"unprotected",1
"unshared",1
"until",1
"urea",1
"uric",1
"urinary",1
"uses",1
"vaccinations",1
"vacutainer",1
"vaginal",1
"vapor",1
"vaporizers",1
"variety",1
"vascular",1
"vehicles",1
"venipuncture",1
"ventilated",1
"ventilation",1
"version",1
"vinyl",1
"visitor",1
"vitamins",1
"vomited",1
"walking",1
"wami",1
"want",1
"wanted",1
"was",1
"wasting",1
"watches",1
"waterguard",1
"watermaker",1
"wave",1
"waz",1
"wear",1
"wedding",1
"weekly",1
"were",1
"whether",1
"whz",1
"widal",1
"will",1
"workers",1
"working",1
"worry",1
"worst",1
"writing",1
"wrong",1
"xld",1
"xylometazoline",1
"y",1
"yeast",1
"younger",1
"your",1
"zanzibar",1
