"word","n"
"core",1
"corn",1
"corp",1
"correct",1
"county",1
"covered",1
"covering",1
"crackles",1
"crem",1
"crf02",1
"crf4b",1
"cs1",1
"cs2",1
"cs3",1
"cs5",1
"cs6",1
"cupboard",1
"curettage",1
"cyanosis",1
"cytomegalovirus",1
"date.complete",1
"dc",1
"de",1
"deaths",1
"decision",1
"defects",1
"deficiency",1
"degrees",1
"dehydrated",1
"dehydrating",1
"dehydrogenase",1
"delay",1
"delibarate",1
"delivered",1
"demonstrates",1
"denominator",1
"deoxycholate",1
"depression",1
"descent",1
"describes",1
"descriptions",1
"desktop",1
"development",1
"dewormings",1
"diagnostics",1
"dichotomized",1
"didn't",1
"differences",1
"differentiation",1
"difficile",1
"difficult",1
"digit",1
"dip",1
"dipsticks",1
"directions",1
"disorderly",1
"dispose",1
"dissected",1
"distress",1
"disturbance",1
"division",1
"doctor",1
"document",1
"doesn't",1
"doing",1
"domestic",1
"doom",1
"downloads",1
"drank",1
"drawing",1
"drawn",1
"dried",1
"dropped",1
"drugs",1
"drum",1
"duck",1
"dwellings",1
"dystocia",1
"dysuria",1
"eagerly",1
"easily",1
"easy",1
"eaten",1
"eats",1
"eco",1
"edd",1
"edema",1
"edinburgh",1
"educational",1
"effective",1
"eight",1
"ejection",1
"elevation",1
"else",1
"emphasize",1
"employment",1
"encephalitozoon",1
"encodes",1
"encompasses",1
"endocrine",1
"endothelial",1
"endotracheal",1
"entercoccus",1
"enterobacter",1
"enterocytozoon",1
"epilepsy",1
"erythrocytes",1
"eukaryotes",1
"evacuation",1
"even",1
"exception",1
"excessive",1
"exchange",1
"exclusion",1
"exerienced",1
"experience",1
"experiencing",1
"external",1
"extracted",1
"f",1
"faecium",1
"families",1
"faster",1
"fatty",1
"february",1
"feedings",1
"felt",1
"females",1
"festivals",1
"fha",1
"filamentous",1
"finished",1
"flaky",1
"flesh",1
"fma:hp",1
"folate",1
"forceful",1
"fourth",1
"fraction",1
"fragilis",1
"frequently",1
"friend",1
"functional",1
"functioning",1
"further",1
"future",1
"g3",1
"g4",1
"g6pd",1
"g8",1
"gametocytemia",1
"gastrointestinal",1
"gelatin",1
"gender",1
"genitourinary",1
"gifts",1
"glass",1
"glutamine",1
"glycerol",1
"goat",1
"granted",1
"ground",1
"grown",1
"guardian",1
"h2",1
"habits",1
"hair",1
"hanging",1
"haz",1
"headache",1
"healer",1
"heart",1
"helicobacter",1
"helminth",1
"help",1
"helpful",1
"helps",1
"hemagglutinin",1
"hemolysis",1
"herpes",1
"highly",1
"hiv",1
"hominis",1
"hours.the",1
"houseboat",1
"housing",1
"however",1
"hungry",1
"hwi",1
"hydration",1
"hygiene",1
"ict",1
"identity",1
"immunology",1
"impairment",1
"imports",1
"improve",1
"imputed",1
"incorrect",1
"indicative",1
"indicitive",1
"individual",1
"indoors",1
"infant",1
"infants",1
"infected",1
"infections",1
"infiltrate",1
"influenced",1
"info",1
"inhibited",1
"inpatient",1
"insectcide",1
"insectside",1
"installation",1
"installed",1
"insufficient",1
"integral",1
"integrated",1
"interaction",1
"interferes",1
"intermittent",1
"intestinalis",1
"invasive",1
"investigators",1
"involuntary",1
"inward",1
"jejuni",1
"jinja",1
"joining",1
"juice",1
"justification",1
"kanungu",1
"kcal",1
"khat",1
"kidney",1
"kids",1
"kihihi",1
"kilograms",1
"kinds",1
"kk",1
"km",1
"knowledge",1
"labor",1
"lacking",1
"lal",1
"lamb",1
"laptop",1
"large",1
"later",1
"latrine's",1
"leave",1
"lentils",1
"leptin",1
"lifetime",1
"likely",1
"limited",1
"limulus",1
"lippolysaccharide",1
"listed",1
"listless",1
"llineup",1
"lmp",1
"lodgings",1
"longest",1
"lps",1
"lumbricoide",1
"lysate",1
"lysine",1
"magnesium",1
"maid",1
"making",1
"malaise",1
"malarial",1
"management",1
"manganese",1
"mangoes",1
"manioc",1
"manuscript",1
"mapping",1
"mar",1
"marker",1
"market",1
"marriages",1
"mashed",1
"match",1
"materials",1
"means",1
"measuring",1
"mechanical",1
"men",1
"menstural",1
"metronidazole",1
"microbiome",1
"microbiomedb.org",1
"microhematuria",1
"microliter",1
"mild",1
"milks",1
"minsa",1
"minus",1
"miscarriages",1
"modern",1
"mono",1
"motercycle",1
"mouth",1
"move",1
"movement",1
"moves",1
"mucus",1
"musculoskeletal",1
"mycobacterium",1
"n",1
"nagongera",1
"narrative",1
"nebulizer",1
"necator",1
"necessary",1
"needed",1
"nepal",1
"nerve",1
"nervous",1
"neuro",1
"neurons",1
"new",1
"niacin",1
"nights",1
"nodding",1
"noniles",1
"noodles",1
"now",1
"numeric",1
"numerical",1
"nutrition",1
"o2",1
"observe",1
"obtain",1
"occasionally",1
"occured",1
"offered",1
"often",1
"op",1
"oralite",1
"oranges",1
"ordinal",1
"originate",1
"ort",1
"others",1
"outcomes",1
"output",1
"ova",1
"overall",1
"overnight",1
"owning",1
"p.f",1
"packaged",1
"paint",1
"pantothenic",1
"papayas",1
"parapsilosis",1
"paratyphi",1
"parent",1
"parity",1
"participate",1
"participation",1
"parts",1
"parvum",1
"pasteurella",1
"pastries",1
"patterns",1
"pcp",1
"peas",1
"pellet",1
"pencils",1
"pens",1
"perceived",1
"permanent",1
"personnel",1
"pertactin",1
"pharmacy",1
"phocine",1
"phosphate",1
"phosphorus",1
"phrased",1
"physiologic",1
"pigmentation",1
"pipe",1
"plain",1
"plasma",1
"plastic",1
"platelets",1
"player",1
"pneumocystis",1
"pneumonaie",1
"poly",1
"pooling",1
"poorly",1
"porridge",1
"possession",1
"possibly",1
"postive",1
"postnatal",1
"potable",1
"potassium",1
"potty",1
"pour",1
"powdered",1
"power",1
"ppm",1
"practitioner",1
"pragmatic",1
"preceding",1
"predominantly",1
"preferred",1
"prelacteal",1
"preliminary",1
"prescribed",1
"prescription",1
"preservation",1
"preservative",1
"pressure",1
"presumptive",1
"pretend",1
"pretending",1
"prevent",1
"principal",1
"prkca",1
"prn",1
"problems",1
"procedure",1
"program",1
"project",1
"prokopack",1
"prolapse",1
"promoter",1
"property",1
"protected",1
"protozoal",1
"provide",1
"provided",1
"psychic",1
"public",1
"pulling",1
"purge",1
"purpose",1
"pylori",1
"q",1
"q223r",1
"quantities",1
"questions",1
"quiet",1
"r",1
"ramal",1
"rank",1
"rapture",1
"rash",1
"rather",1
"raw",1
"rbc",1
"rbp",1
"really",1
"reasons",1
"recessive",1
"recieved",1
"recoded",1
"recommendations",1
"record",1
"records",1
"recurrent",1
"redesign",1
"refusing",1
"reg1b",1
"region",1
"regular",1
"regulations",1
"regulator",1
"related",1
"relatives",1
"relaxing",1
"remedy",1
"rent",1
"repaired",1
"repairs",1
"repeatedly",1
"representing",1
"represents",1
"requires",1
"research",1
"residence",1
"resident",1
"resolved",1
"resting",1
"resulting",1
"returning",1
"riboflavin",1
"rice",1
"ripe",1
"rivers",1
"roofs",1
"rotarix",1
"rs2148483_a",1
"rs58296998_t",1
"rti",1
"rudimentary",1
"rural",1
"s.s",1
"sac_rxed_rx1",1
"sac_rxed_rx2",1
"sae",1
"saes",1
"sampling",1
"sapovirus",1
"saturated",1
"scavenger",1
"sclera",1
"screening",1
"sd",1
"seal",1
"seeking",1
"seizures",1
"sensation",1
"sensed",1
"sentinel",1
"separatly",1
"septic",1
"sequence",1
"sera",1
"series",1
"seropositive",1
"serotypes",1
"serves",1
"serving",1
"settlement",1
"seventh",1
"several",1
"sewer",1
"shallow",1
"shellfish",1
"short",1
"shoulder",1
"shower",1
"shut",1
"siblings",1
"sick",1
"sing",1
"sit",1
"skim",1
"sleeps",1
"smallest",1
"smartphone",1
"snacks",1
"socio",1
"sodium",1
"sofa",1
"soft",1
"somebody",1
"sometimes",1
"somewhere",1
"soup",1
"spaces",1
"spasmic",1
"spent",1
"spiked",1
"spontaneous",1
"squash",1
"ss",1
"staff",1
"stages",1
"starts",1
"state",1
"stating",1
"stay",1
"stayed",1
"stgg",1
"stick",1
"stomach",1
"storerooms",1
"stratified",1
"strictly",1
"strip",1
"stunting",1
"stutzeri",1
"style",1
"subject",1
"subsequent",1
"subtract",1
"subtracting",1
"sucrose",1
"sudden",1
"sugars",1
"sugary",1
"suggest",1
"sulfamethoxazole",1
"summing",1
"supplements",1
"support",1
"surface",1
"suspecting",1
"suspicious",1
"sustaining",1
"sweets",1
"syphilis",1
"tables",1
"tabulation",1
"taking",1
"tank",1
"tanzania",1
"tap",1
"taurocholate",1
"telephone",1
"televisions",1
"tellurite",1
"temp",1
"ten",1
"themselves",1
"then",1
"therapy",1
"therefore",1
"they've",1
"thiamin",1
"think",1
"thiosulfate",1
"thirsty",1
"threatening",1
"tightly",1
"tinned",1
"tins",1
"tomatoes",1
"tororo",1
"total_pop_rxed_rx1",1
"total_pop_rxed_rx2",1
"town",1
"towns",1
"toxoid",1
"trace",1
"transiently",1
"transmission",1
"transport",1
"trap",1
"trapped",1
"travel",1
"trial",1
"tribal",1
"trimethoprim",1
"tryptone",1
"tuberculosis",1
"tubewell",1
"turgor",1
"tv",1
"twin",1
"typhi",1
"typically",1
"ugandan",1
"unconsciousness",1
"undernutrition",1
"unlicensed",1
"unprotected",1
"unresponsive",1
"usage",1
"usual",1
"uterus",1
"utility",1
"utilized",1
"vacation",1
"vaginal",1
"varies",1
"variety",1
"various",1
"varying",1
"vectors",1
"ventilation",1
"veranda",1
"version",1
"vht",1
"vi",1
"visitor",1
"visted",1
"vital",1
"voice",1
"volumes",1
"vtm",1
"walking",1
"walukuba",1
"want",1
"wardrobes",1
"washed",1
"washington",1
"wasting",1
"watch",1
"we",1
"weak",1
"wears",1
"whichever",1
"whz",1
"woman",1
"worked",1
"workers",1
"worried",1
"wrinkled",1
"writing",1
"xld",1
"xylose",1
"yams",1
"yesterday's",1
"zone",1
"zones",1
